approx_year_built,cats_allowed,coop_condo,dining_room_type,dogs_allowed,garage_exists,kitchen_type,num_bedrooms,num_full_bathrooms,num_half_bathrooms,num_total_rooms,pct_tax_deductibl,sale_price,sq_footage,walk_score,zip_codes,monthly_costs
1955,no,co-op,combo,no,no,eat in,2,1,0,5,NA,NA,NA,77,North Queens,1100
1970,no,co-op,formal,no,no,eat in,3,2,1,6,NA,NA,NA,76,North Queens,2200
1958,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,77,North Queens,978
1960,yes,co-op,NA,no,no,eat in,2,2,0,5,45,NA,1300,69,North Queens,1520
1959,no,co-op,NA,no,no,eat in,2,1,0,5,NA,NA,NA,77,North Queens,1305
1950,yes,co-op,combo,no,yes,eat in,2,1,0,5,NA,NA,NA,70,North Queens,1036
1950,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,67,Jamaica,624
1955,no,co-op,NA,no,no,efficiency,1,1,0,3,NA,NA,NA,69,Central Queens,641
1950,yes,co-op,NA,no,no,efficiency,2,1,0,5,NA,NA,NA,65,Central Queens,965
2008,no,condo,combo,no,yes,efficiency,2,2,0,5,NA,NA,941,88,West Central Queens,568.6666667
1960,yes,co-op,combo,no,no,efficiency,2,1,0,5,50,NA,NA,80,North Queens,975
1982,yes,condo,NA,no,no,efficiency,NA,1,0,2,NA,NA,NA,82,North Queens,568.5
1981,no,condo,formal,no,no,eat in,2,2,0,6,NA,NA,NA,82,North Queens,1591.666667
1982,no,condo,combo,no,no,eat in,1,1,0,4,NA,NA,NA,82,North Queens,819
1893,no,condo,formal,no,no,eat in,1,1,0,4,NA,NA,NA,82,North Queens,898
1955,no,co-op,formal,no,no,eat in,1,1,0,3,50,NA,NA,82,Jamaica,642
1985,no,condo,combo,no,yes,eat in,3,2,0,6,NA,NA,NA,53,North Queens,1170.5
1982,yes,condo,combo,yes,no,eat in,1,1,0,3,NA,NA,700,53,North Queens,772.3333333
1985,no,condo,combo,no,no,eat in,1,1,0,4,NA,NA,NA,52,North Queens,819
1983,no,condo,combo,no,yes,combo,2,2,0,4,NA,NA,NA,85,North Queens,596
1960,no,co-op,combo,no,no,efficiency,3,2,0,7,NA,NA,NA,80,North Queens,1693
1960,no,co-op,formal,no,no,eat in,3,2,0,6,45,NA,1500,80,North Queens,1634
1983,no,condo,combo,no,yes,combo,1,1,0,4,NA,NA,NA,82,North Queens,728.0833333
1923,no,co-op,combo,no,no,eat in,1,1,0,3,NA,NA,600,96,Northwest Queens,806
1956,yes,co-op,NA,yes,no,eat in,2,1,0,5,NA,NA,750,96,Northwest Queens,750
1955,no,co-op,formal,no,no,efficiency,1,1,0,4,NA,NA,NA,62,Northeast Queens,600
1955,no,co-op,formal,no,no,efficiency,1,1,0,4,NA,NA,NA,62,Northeast Queens,665
1923,no,co-op,NA,no,no,eat in,3,1,0,5,NA,NA,NA,96,Northwest Queens,852
1970,no,co-op,formal,no,yes,efficiency,3,2,1,6,NA,NA,NA,72,North Queens,2133
1951,no,co-op,combo,no,no,efficiency,3,1,0,6,NA,NA,NA,75,Northeast Queens,614
1952,no,co-op,combo,no,no,eat in,2,1,0,4,NA,NA,NA,78,Northeast Queens,815
1928,yes,co-op,NA,yes,no,combo,2,1,0,4,NA,NA,650,96,Northwest Queens,904
1950,no,co-op,formal,no,no,combo,2,1,0,5,NA,NA,NA,76,Northeast Queens,463
1923,no,co-op,NA,no,no,combo,3,1,0,5,NA,NA,NA,96,Northwest Queens,822
NA,no,condo,combo,no,no,combo,1,1,0,3,NA,NA,890,87,Northwest Queens,601.5
1983,no,condo,NA,no,no,efficiency,1,1,0,3,NA,NA,NA,75,Northeast Queens,357.6666667
1983,yes,condo,combo,yes,no,eat in,3,2,0,6,NA,NA,1055,79,Northeast Queens,534.6666667
1961,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,800,64,Northeast Queens,808
1962,no,co-op,combo,no,no,efficiency,1,1,0,4,40,NA,852,64,Northeast Queens,1054
1962,no,co-op,combo,no,no,efficiency,1,1,0,3,41,NA,NA,64,Northeast Queens,954
1955,no,co-op,NA,no,no,efficiency,2,1,0,4,50,NA,NA,66,Southeast Queens,661
1960,no,co-op,NA,no,no,eat in,2,1,0,5,NA,NA,NA,66,Southeast Queens,681
1948,yes,condo,NA,yes,no,efficiency,2,1,0,4,NA,NA,NA,81,West Queens,618.6666667
1964,yes,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,80,Southeast Queens,550
1955,no,co-op,formal,no,no,efficiency,2,1,0,5,50,NA,NA,66,Southeast Queens,719
1950,no,co-op,formal,no,no,combo,2,1,0,4,NA,NA,NA,72,Southeast Queens,646
1955,no,co-op,NA,no,no,combo,2,1,0,4,NA,NA,806,72,Southeast Queens,670
1955,no,co-op,formal,no,no,efficiency,2,1,0,4,NA,NA,NA,72,Southeast Queens,700
1955,yes,co-op,NA,yes,no,efficiency,1,1,0,3,50,NA,NA,60,Northeast Queens,640
NA,no,co-op,NA,no,no,NA,2,1,0,NA,NA,NA,NA,57,Northeast Queens,0
1950,no,co-op,formal,no,no,combo,2,1,0,4,NA,NA,NA,73,Southeast Queens,678
1963,no,co-op,formal,no,no,eat in,1,1,0,4,40,NA,950,79,North Queens,1247
1963,no,co-op,NA,no,no,eat in,2,2,0,5,40,NA,1200,79,North Queens,1441
1963,no,co-op,NA,no,no,eat in,1,1,0,4,NA,NA,NA,79,North Queens,1292
2006,no,condo,NA,no,no,combo,1,1,0,3,NA,NA,NA,93,Northwest Queens,237.25
2017,yes,condo,NA,yes,no,combo,1,1,0,3,NA,NA,NA,93,Northwest Queens,322.6666667
1950,no,co-op,NA,no,yes,combo,2,1,0,5,NA,NA,NA,72,Southeast Queens,776
1988,yes,condo,combo,yes,no,combo,3,2,0,6,NA,NA,NA,23,Northeast Queens,263.1666667
1988,yes,condo,combo,yes,no,combo,3,2,0,6,NA,NA,1250,23,Northeast Queens,736.6666667
1987,yes,condo,combo,yes,no,combo,3,2,0,5,NA,NA,1150,23,Northeast Queens,654.4166667
1953,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,NA,78,Northeast Queens,723
1940,yes,co-op,combo,yes,no,eat in,2,1,0,5,NA,NA,900,95,Northwest Queens,891
1953,yes,co-op,formal,no,no,eat in,2,1,0,5,NA,NA,NA,77,Northeast Queens,1034
1950,yes,co-op,combo,yes,no,eat in,2,1,0,5,39,NA,NA,76,Southeast Queens,701
1949,yes,co-op,combo,yes,no,efficiency,3,1,0,5,39,NA,797,71,Southeast Queens,767
1949,yes,co-op,NA,yes,no,eat in,1,1,0,4,39,NA,641,75,Southeast Queens,613
1950,no,co-op,combo,no,no,eat in,1,1,0,4,NA,NA,NA,55,Southeast Queens,719
2016,no,condo,NA,no,no,NA,NA,1,0,2,NA,NA,466,98,Northwest Queens,134.5833333
2016,no,condo,NA,no,no,NA,1,1,0,3,NA,NA,755,98,Northwest Queens,230.5
1950,no,co-op,formal,no,no,eat in,2,1,0,5,NA,NA,960,82,Northeast Queens,811
1965,no,co-op,formal,no,yes,efficiency,1,1,0,4,NA,NA,NA,95,Northwest Queens,670
NA,no,condo,combo,no,no,efficiency,1,1,0,3,NA,NA,623,81,Northwest Queens,69.08333333
1991,yes,condo,NA,yes,no,NA,NA,1,0,2,NA,NA,NA,81,Northwest Queens,676.3333333
1989,yes,condo,combo,yes,no,efficiency,2,2,0,4,NA,NA,886,81,Northwest Queens,1085.833333
1948,no,co-op,NA,no,no,combo,2,1,0,6,NA,NA,NA,84,Southeast Queens,800
1950,yes,co-op,combo,yes,no,efficiency,2,1,0,4,39,NA,NA,63,Southeast Queens,656
1950,yes,co-op,combo,yes,no,eat in,2,1,0,5,39,NA,NA,89,Southeast Queens,702
1950,yes,co-op,NA,yes,no,efficiency,1,1,0,3,39,NA,NA,36,Southeast Queens,539
1960,yes,co-op,formal,no,no,eat in,2,1,0,4,NA,NA,1000,82,North Queens,789
1955,yes,co-op,combo,no,no,efficiency,2,1,0,4,NA,NA,900,82,North Queens,769
1950,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,80,North Queens,654
2006,no,condo,NA,no,no,eat in,1,1,0,4,NA,NA,729,91,Northwest Queens,391
1954,yes,co-op,combo,no,no,eat in,1,1,0,4,NA,NA,NA,85,North Queens,650
1950,yes,co-op,combo,yes,no,eat in,2,1,0,4,39,NA,764,55,Southeast Queens,723
1975,no,co-op,combo,no,yes,efficiency,1,1,0,3,50,NA,750,54,Southeast Queens,973
1975,no,co-op,combo,no,yes,efficiency,1,1,1,3,50,NA,835,54,Southeast Queens,1128
1975,no,co-op,NA,no,yes,efficiency,1,1,1,4,50,NA,1190,54,Southeast Queens,1670
1975,no,co-op,formal,no,yes,eat in,1,1,1,4,50,NA,1200,54,Southeast Queens,1769
1975,no,co-op,formal,no,yes,eat in,1,1,1,4,50,NA,1200,54,Southeast Queens,2008
1975,no,co-op,NA,no,yes,efficiency,1,1,1,4,50,NA,1200,54,Southeast Queens,1896
1975,no,co-op,formal,no,no,eat in,2,2,1,5,50,NA,1549,54,Southeast Queens,2426
1975,no,co-op,formal,no,yes,efficiency,2,2,1,5,NA,NA,1549,54,Southeast Queens,2273
1975,no,co-op,combo,no,yes,efficiency,1,1,0,3,NA,NA,NA,54,Southeast Queens,1118
1975,no,co-op,combo,no,yes,efficiency,1,1,0,3,50,NA,800,54,Southeast Queens,1147
1975,no,co-op,formal,no,yes,efficiency,1,1,1,4,50,NA,1010,54,Southeast Queens,1433
1975,no,co-op,NA,no,no,efficiency,1,1,1,4,50,NA,1131,54,Southeast Queens,1465
1975,no,co-op,NA,no,yes,efficiency,1,1,1,4,50,NA,1200,54,Southeast Queens,1726
1975,no,co-op,NA,no,yes,eat in,1,1,1,4,50,NA,1230,54,Southeast Queens,1660
1975,no,co-op,NA,no,yes,eat in,2,2,1,5,50,NA,1500,54,Southeast Queens,2322
1975,no,co-op,formal,no,yes,efficiency,2,2,1,5,50,NA,1549,54,Southeast Queens,2135
1975,no,co-op,combo,no,no,efficiency,1,1,0,3,50,NA,750,54,Southeast Queens,956
1975,no,co-op,combo,no,yes,efficiency,1,1,0,4,50,NA,834,54,Southeast Queens,986
1975,no,co-op,combo,no,yes,eat in,1,1,0,4,NA,NA,881,54,Southeast Queens,1281
1975,no,co-op,formal,no,yes,eat in,1,1,1,4,50,NA,1341,54,Southeast Queens,1843
1975,no,co-op,formal,no,yes,eat in,2,2,1,5,50,NA,1622,54,Southeast Queens,2684
1975,no,co-op,formal,no,yes,eat in,2,2,1,5,NA,NA,1622,54,Southeast Queens,2515
1975,no,co-op,NA,no,no,eat in,1,1,1,4,50,NA,1150,54,Southeast Queens,1731
1952,no,co-op,formal,no,no,eat in,2,1,0,4,NA,NA,571,73,Southeast Queens,661
1955,yes,co-op,combo,no,no,eat in,2,1,0,4,NA,NA,NA,86,North Queens,908
1960,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,86,North Queens,638
1960,yes,co-op,formal,no,no,eat in,3,2,0,6,NA,NA,NA,86,North Queens,1022
1960,no,co-op,formal,no,no,eat in,3,2,0,6,NA,NA,NA,86,North Queens,779
1952,no,co-op,formal,no,no,eat in,1,1,0,4,NA,NA,890,89,North Queens,705
1960,no,co-op,NA,no,no,efficiency,NA,1,0,2,NA,NA,NA,89,North Queens,347
2010,no,condo,NA,no,no,combo,2,1,0,5,NA,NA,NA,97,Northwest Queens,382.9166667
2010,yes,condo,combo,yes,no,eat in,1,1,0,3,NA,NA,NA,94,Northwest Queens,292
2007,yes,condo,combo,yes,no,eat in,2,2,0,6,NA,NA,1122,93,North Queens,296.0833333
2007,yes,condo,combo,yes,no,eat in,2,2,0,6,NA,NA,1122,93,North Queens,276.0833333
2007,yes,condo,combo,yes,no,eat in,2,2,0,6,NA,NA,1233,93,North Queens,296.0833333
2007,yes,condo,combo,yes,no,eat in,2,2,0,6,NA,NA,1233,93,North Queens,303.0833333
2007,yes,condo,NA,yes,no,NA,NA,2,0,0,NA,NA,2454,93,North Queens,455.25
2007,yes,condo,combo,yes,no,eat in,2,2,0,6,NA,NA,1233,93,North Queens,290.0833333
2007,yes,condo,combo,yes,yes,combo,2,2,0,4,NA,NA,NA,93,North Queens,221.6666667
1955,no,co-op,combo,no,no,eat in,1,1,0,3,NA,NA,750,93,North Queens,718
1952,yes,co-op,NA,no,no,eat in,1,1,0,1,40,NA,700,94,West Queens,590
1952,yes,co-op,NA,no,no,eat in,2,1,0,4,40,NA,NA,94,West Queens,770
NA,no,co-op,NA,no,no,NA,NA,1,0,4,NA,NA,NA,94,Other,0
1986,yes,condo,combo,yes,yes,combo,3,2,1,6,NA,NA,1633,64,North Queens,906.8333333
1957,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,700,98,West Queens,494
NA,no,co-op,formal,no,no,efficiency,2,1,0,4,NA,NA,NA,94,West Queens,695
1952,no,co-op,NA,no,no,efficiency,2,1,0,4,NA,NA,NA,94,West Queens,642
1958,no,co-op,NA,no,no,efficiency,1,1,0,3,NA,NA,675,98,West Queens,507
1957,yes,co-op,combo,no,no,efficiency,1,1,0,4,NA,NA,NA,98,West Queens,557
1958,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,730,96,West Queens,570
1950,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,98,West Queens,490
1958,no,co-op,NA,no,no,combo,3,1,1,5,NA,NA,NA,93,Northwest Queens,860
1958,no,co-op,NA,no,no,combo,2,1,0,4,NA,NA,NA,88,Northwest Queens,661
1962,no,co-op,formal,no,no,eat in,2,2,0,7,NA,NA,NA,97,North Queens,685
1951,yes,co-op,formal,yes,yes,eat in,1,1,0,4,35,NA,NA,96,West Queens,711
1939,yes,co-op,NA,yes,no,combo,1,1,0,4,NA,NA,NA,96,West Queens,892
1960,no,co-op,NA,no,no,combo,1,1,0,4,NA,NA,NA,96,West Queens,800
1930,no,condo,combo,no,no,eat in,1,1,0,3,NA,NA,1000,98,West Queens,855.0833333
2008,no,condo,formal,no,no,combo,2,2,0,5,NA,NA,998,99,North Queens,280.75
2004,no,condo,combo,no,no,eat in,2,2,0,4,NA,NA,NA,99,North Queens,248.75
2004,no,condo,combo,no,no,eat in,2,2,0,4,NA,NA,643,99,North Queens,295.4166667
1980,no,co-op,NA,no,no,combo,1,1,0,4,NA,NA,650,87,North Queens,504
1950,no,co-op,formal,no,no,combo,1,2,0,4,NA,NA,650,87,North Queens,546
1916,yes,co-op,formal,yes,no,eat in,1,1,0,3,NA,NA,800,98,West Queens,467
2015,no,condo,formal,no,no,eat in,1,1,0,2,NA,NA,495,99,North Queens,236.75
1988,no,condo,combo,no,no,combo,2,1,1,5,NA,NA,NA,97,North Queens,1066.916667
1958,no,co-op,NA,no,no,efficiency,1,1,0,3,NA,NA,547,95,West Queens,555
1948,no,co-op,NA,no,no,NA,1,1,0,4,NA,NA,733,99,West Queens,686
1942,no,co-op,formal,no,no,eat in,1,1,0,4,NA,NA,950,99,West Queens,748
1930,no,co-op,combo,yes,no,eat in,1,1,0,3,NA,NA,NA,99,Other,641
1921,yes,co-op,formal,yes,no,efficiency,3,2,0,6,30,NA,1250,99,West Queens,812
1940,no,co-op,formal,no,no,efficiency,1,1,0,3,50,NA,NA,99,West Queens,783
1955,no,co-op,combo,no,yes,efficiency,1,1,0,4,NA,NA,650,98,West Queens,661
1955,yes,co-op,NA,yes,no,efficiency,1,1,0,3,NA,NA,720,98,West Queens,541
1938,no,co-op,formal,no,no,eat in,1,1,0,4,NA,NA,NA,99,West Queens,732
1950,yes,co-op,NA,yes,no,efficiency,1,1,0,3,NA,NA,725,99,West Queens,569
1945,no,co-op,NA,no,no,efficiency,NA,1,0,2,NA,NA,NA,99,West Queens,299
1922,no,co-op,NA,no,no,efficiency,2,2,0,5,25,NA,1100,99,West Queens,850
1927,no,condo,combo,no,no,efficiency,2,1,0,4,NA,NA,738,98,West Queens,689.6666667
NA,no,condo,NA,no,no,efficiency,1,1,0,5,NA,NA,555,96,West Queens,603.25
1937,no,condo,formal,no,no,eat in,3,1,1,6,NA,NA,1200,90,North Queens,936
2010,no,condo,NA,no,no,efficiency,2,1,0,5,NA,NA,604,74,North Queens,245.5
2012,no,condo,combo,no,no,combo,3,2,0,7,NA,NA,NA,97,North Queens,491
1950,yes,co-op,combo,yes,no,efficiency,1,1,0,3,NA,NA,NA,88,North Queens,715
2011,no,condo,combo,no,no,eat in,2,2,0,6,NA,NA,1040,91,West Queens,344.75
2008,yes,condo,combo,yes,no,combo,2,1,0,5,NA,NA,NA,98,North Queens,45.83333333
1928,no,co-op,NA,no,no,efficiency,1,1,0,2,50,NA,NA,99,West Queens,565
1939,no,co-op,combo,no,no,eat in,1,1,0,3,50,NA,750,99,West Queens,820
1928,no,co-op,NA,no,no,efficiency,1,1,0,4,50,NA,NA,99,West Queens,912
1962,no,co-op,combo,no,yes,efficiency,1,1,0,3,NA,NA,NA,98,West Queens,720
1955,no,co-op,NA,no,no,eat in,2,2,0,5,NA,NA,1150,99,West Queens,914
1919,yes,co-op,formal,no,no,efficiency,1,1,0,4,30,NA,800,99,West Queens,504
1916,no,co-op,NA,no,no,eat in,2,1,0,5,NA,NA,850,97,West Queens,528
2003,no,condo,formal,no,no,combo,1,1,0,4,NA,NA,NA,94,West Queens,744.5
1937,yes,condo,formal,yes,no,efficiency,1,1,0,5,NA,NA,NA,98,West Queens,615.3333333
1936,no,condo,formal,no,no,eat in,1,1,0,4,NA,NA,870,96,Northwest Queens,563.5
1987,no,condo,formal,no,yes,eat in,5,3,0,11,NA,NA,2200,58,North Queens,1133.833333
1936,yes,co-op,NA,yes,no,efficiency,1,1,0,3,50,NA,725,98,Northwest Queens,549
2003,no,condo,formal,no,no,combo,2,1,1,5,NA,NA,850,94,North Queens,432.5
2003,no,condo,NA,no,no,combo,2,1,1,5,NA,NA,NA,94,North Queens,470
1962,no,co-op,formal,no,no,efficiency,2,1,0,4,NA,NA,NA,98,West Queens,515
1979,no,condo,combo,no,no,eat in,2,1,1,5,NA,NA,910,93,North Queens,954.0833333
1995,no,condo,NA,no,no,eat in,NA,1,0,3,NA,NA,569,94,West Queens,507.0833333
1980,yes,condo,NA,yes,yes,eat in,3,2,1,7,NA,NA,2050,58,North Queens,822.8333333
1926,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,634,98,West Queens,660
1964,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,665,68,Northeast Queens,540
2006,no,condo,formal,no,no,combo,2,2,0,4,NA,NA,800,95,West Queens,239.8333333
1961,no,co-op,NA,no,no,combo,1,1,0,2,NA,NA,NA,95,North Queens,412
1962,no,co-op,combo,no,no,efficiency,NA,1,0,2,NA,NA,NA,95,North Queens,410
1985,no,condo,combo,no,no,combo,1,1,0,3,NA,NA,720,93,North Queens,458.5
1956,no,co-op,NA,no,no,efficiency,1,1,0,4,NA,NA,NA,98,North Queens,613
1960,no,co-op,formal,no,no,combo,1,1,0,4,NA,NA,800,95,North Queens,0
2013,no,condo,formal,no,no,combo,1,1,0,3,NA,NA,804,98,Northwest Queens,190.5
1964,yes,co-op,NA,no,no,eat in,3,2,0,6,50,NA,1300,94,North Queens,973
1961,yes,co-op,NA,no,no,combo,1,1,0,3,35,NA,800,94,North Queens,690
1961,yes,co-op,NA,no,no,combo,2,2,0,5,35,NA,1200,94,North Queens,940
1964,no,co-op,formal,no,no,eat in,3,2,0,6,NA,NA,1300,94,North Queens,963
1961,no,co-op,NA,no,no,efficiency,3,2,0,6,NA,NA,NA,94,North Queens,1206
1961,yes,co-op,NA,no,no,combo,2,1,0,4,NA,NA,NA,94,North Queens,787
2012,yes,condo,combo,yes,no,efficiency,2,2,0,5,NA,NA,NA,93,Northeast Queens,409.3333333
2007,no,condo,combo,no,no,eat in,2,2,0,5,NA,NA,NA,92,North Queens,211.4166667
1961,no,co-op,combo,no,no,efficiency,2,2,0,5,NA,NA,NA,79,Northeast Queens,930
1931,no,condo,NA,no,no,eat in,1,1,0,5,NA,NA,743,98,Northwest Queens,553
1950,no,co-op,formal,no,no,eat in,3,1,0,7,NA,NA,1300,89,North Queens,901
1954,no,co-op,formal,no,no,eat in,2,1,0,6,NA,NA,850,88,North Queens,700
1958,no,condo,combo,no,no,efficiency,1,1,0,4,NA,NA,NA,96,North Queens,651.5
1930,yes,co-op,NA,no,no,efficiency,1,1,1,4,NA,NA,NA,95,Northwest Queens,575
1988,no,condo,combo,no,no,eat in,2,1,1,4,NA,NA,850,94,West Queens,493.3333333
1987,yes,condo,combo,yes,no,combo,2,1,1,5,NA,NA,800,76,North Queens,459.3333333
1960,no,co-op,NA,no,no,eat in,NA,1,0,3,NA,NA,NA,84,Northeast Queens,550
1950,yes,co-op,formal,yes,no,combo,1,1,0,4,NA,NA,NA,98,West Queens,460
1987,yes,condo,formal,yes,no,combo,2,2,1,7,NA,NA,NA,64,North Queens,649.3333333
1988,no,condo,formal,no,yes,eat in,2,1,1,5,NA,NA,NA,89,West Queens,576.6666667
1962,no,condo,NA,no,no,eat in,1,1,0,3,NA,NA,663,96,West Queens,756.6666667
1955,no,co-op,combo,no,no,efficiency,2,1,0,4,NA,NA,NA,81,West Queens,670
1955,no,co-op,combo,no,no,efficiency,2,1,0,4,NA,NA,NA,81,West Queens,670
1987,yes,condo,formal,yes,yes,efficiency,2,2,0,6,NA,NA,NA,53,North Queens,605
1961,yes,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,76,Northeast Queens,782
1961,no,co-op,formal,no,no,efficiency,2,1,0,4,NA,NA,NA,76,Northeast Queens,877
1961,yes,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,76,Northeast Queens,644
1961,yes,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,76,Northeast Queens,634
1991,no,condo,combo,no,no,efficiency,1,1,0,4,NA,NA,1020,89,West Queens,435
1955,yes,condo,NA,yes,no,eat in,2,1,0,4,NA,NA,800,82,Central Queens,679.8333333
1950,yes,co-op,NA,no,no,efficiency,1,1,0,3,30,NA,650,85,Northeast Queens,673
1968,no,co-op,formal,no,yes,eat in,NA,1,0,2,NA,NA,NA,90,West Queens,691
2016,no,condo,formal,no,no,combo,1,1,0,3,NA,NA,622,89,North Queens,12.5
2016,no,condo,NA,no,no,combo,2,1,0,4,NA,NA,900,89,North Queens,325
1968,no,co-op,formal,no,no,efficiency,2,2,0,4,NA,NA,NA,88,West Central Queens,863
1962,yes,co-op,NA,yes,no,eat in,3,2,0,7,NA,NA,1428,94,West Queens,977
1927,no,condo,NA,no,no,eat in,1,1,0,3,NA,NA,741,96,West Queens,397.4166667
1927,no,condo,NA,no,no,eat in,1,1,0,3,NA,NA,NA,96,West Queens,419.5
1962,yes,co-op,combo,yes,yes,eat in,1,1,0,3,50,NA,750,93,West Central Queens,798
1967,yes,co-op,combo,yes,no,efficiency,1,1,0,3,NA,NA,900,55,Other,1145
1964,yes,co-op,formal,yes,no,efficiency,2,1,0,4,NA,NA,1000,55,West Central Queens,1265
1965,no,co-op,formal,no,no,efficiency,2,2,0,4,40,NA,1200,55,West Central Queens,1601
1965,no,co-op,formal,no,no,efficiency,2,2,0,5,35,NA,1300,55,West Central Queens,1757
1967,yes,co-op,combo,yes,yes,efficiency,3,2,0,6,NA,NA,1450,55,West Central Queens,1700
1964,yes,co-op,combo,yes,no,efficiency,2,1,0,4,NA,NA,NA,55,West Central Queens,1034
1965,no,co-op,formal,no,no,eat in,2,2,0,4,NA,NA,1300,55,West Central Queens,1708
1962,yes,co-op,combo,yes,yes,eat in,2,1,0,4,50,NA,975,93,West Central Queens,1000
1960,yes,co-op,formal,yes,yes,eat in,3,2,0,6,50,NA,1400,92,West Central Queens,1391
1960,yes,co-op,combo,yes,no,efficiency,1,1,0,3,NA,NA,NA,92,West Central Queens,642
1955,yes,co-op,NA,yes,no,combo,2,1,0,4,NA,NA,NA,92,West Central Queens,842
1950,no,co-op,formal,no,no,efficiency,1,1,0,4,50,NA,800,94,West Central Queens,869
1960,yes,co-op,combo,yes,yes,combo,NA,1,0,0,50,NA,310,94,West Central Queens,622
1960,yes,co-op,combo,yes,yes,efficiency,2,1,0,5,NA,NA,NA,92,West Central Queens,1098
1971,no,condo,combo,no,yes,eat in,3,2,1,6,NA,NA,1520,72,Northeast Queens,721.9166667
1988,yes,condo,combo,yes,yes,combo,2,1,1,8,NA,NA,1000,96,West Central Queens,1126.666667
1950,no,co-op,formal,no,no,eat in,2,1,0,4,NA,NA,1200,99,West Central Queens,718
1960,no,co-op,NA,no,yes,combo,2,1,0,6,NA,NA,1550,87,West Central Queens,3405
1960,no,co-op,NA,no,yes,combo,2,1,0,6,NA,NA,1250,87,West Central Queens,1114.25
1945,no,co-op,formal,no,no,eat in,1,1,0,3,NA,NA,NA,96,West Central Queens,643
1949,no,condo,combo,no,no,efficiency,2,1,0,5,NA,NA,NA,91,West Central Queens,943.5
1949,no,condo,NA,no,no,efficiency,2,2,0,5,NA,NA,NA,91,West Central Queens,469.1666667
1952,no,condo,NA,no,no,combo,NA,1,0,2,NA,NA,NA,89,West Central Queens,167.75
1952,no,condo,formal,no,no,eat in,1,1,0,4,NA,NA,900,89,West Central Queens,622.1666667
2008,no,condo,combo,no,no,eat in,1,1,0,3,NA,NA,719,89,West Central Queens,562.5833333
2008,yes,condo,combo,yes,yes,eat in,2,2,0,5,NA,NA,1250,89,West Central Queens,835.4166667
1950,no,co-op,combo,no,no,combo,2,1,0,4,50,NA,900,92,West Central Queens,690
1952,yes,co-op,formal,yes,yes,eat in,3,2,0,6,47,NA,1350,92,West Central Queens,1375
1955,no,co-op,combo,no,no,combo,1,1,0,3,NA,NA,NA,90,West Central Queens,445
1939,no,co-op,NA,no,no,combo,NA,1,0,2,NA,NA,NA,95,West Central Queens,482
1960,no,condo,combo,no,no,eat in,2,2,0,5,NA,NA,NA,49,Northeast Queens,655.9166667
1983,yes,condo,NA,yes,no,eat in,1,1,0,3,NA,NA,NA,45,Northeast Queens,322.4166667
1963,no,co-op,combo,no,no,efficiency,2,1,0,5,NA,NA,NA,96,West Queens,640
1952,no,co-op,NA,no,no,efficiency,NA,1,0,3,50,NA,NA,96,West Queens,400
1949,yes,co-op,combo,yes,no,efficiency,2,1,0,4,NA,NA,NA,78,Northeast Queens,859
2014,yes,condo,formal,yes,no,eat in,1,2,1,6,NA,NA,NA,96,West Queens,582.3333333
1939,no,co-op,NA,no,no,eat in,1,1,0,3,45,NA,800,94,West Central Queens,799
1963,no,condo,formal,no,yes,combo,1,1,0,3,NA,NA,NA,90,West Central Queens,426.0833333
1963,no,condo,formal,no,yes,eat in,NA,1,0,4,NA,NA,860,90,West Central Queens,903.6666667
1963,no,condo,formal,no,no,combo,2,1,0,5,NA,NA,870,90,West Central Queens,913.75
1963,no,condo,formal,no,yes,eat in,2,1,0,5,NA,NA,NA,90,West Central Queens,789.25
1963,no,condo,formal,no,yes,eat in,1,1,0,4,NA,NA,620,90,West Central Queens,739.5833333
1939,no,co-op,combo,no,no,eat in,2,1,0,5,50,NA,NA,93,West Central Queens,916
1963,yes,co-op,combo,no,yes,NA,NA,1,0,3,NA,NA,550,88,West Central Queens,418
1950,no,co-op,formal,no,no,combo,1,1,0,3,50,NA,NA,41,West Central Queens,550
1950,yes,co-op,combo,no,no,efficiency,1,1,0,3,50,NA,700,87,West Central Queens,671
1965,no,co-op,combo,no,yes,efficiency,2,1,0,4,50,NA,1000,92,West Central Queens,1093
1965,no,co-op,combo,no,no,efficiency,1,1,0,3,NA,NA,NA,92,West Central Queens,974
1965,no,co-op,NA,no,yes,combo,2,1,0,4,NA,NA,NA,92,West Central Queens,1165
